,id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
607,2963779,fangshan_aq,2018-04-17 19:00:00,66.0,212.0,49.0,0.5,58.0,3.0
608,2963780,daxing_aq,2018-04-17 19:00:00,53.0,197.0,22.0,0.6,74.0,3.0
609,2963781,yizhuang_aq,2018-04-17 19:00:00,54.0,163.0,95.0,0.7,22.0,3.0
610,2963782,tongzhou_aq,2018-04-17 19:00:00,64.0,207.0,44.0,0.5,64.0,5.0
611,2963783,shunyi_aq,2018-04-17 19:00:00,96.0,201.0,72.0,1.0,35.0,8.0
612,2963784,pingchang_aq,2018-04-17 19:00:00,109.0,165.0,,,72.0,4.0
613,2963785,mentougou_aq,2018-04-17 19:00:00,144.0,190.0,45.0,1.0,54.0,2.0
614,2963786,pinggu_aq,2018-04-17 19:00:00,62.0,151.0,27.0,0.7,80.0,6.0
615,2963787,huairou_aq,2018-04-17 19:00:00,102.0,175.0,45.0,0.9,51.0,3.0
616,2963788,miyun_aq,2018-04-17 19:00:00,108.0,174.0,71.0,0.9,36.0,2.0
617,2963789,yanqin_aq,2018-04-17 19:00:00,141.0,200.0,31.0,1.0,84.0,6.0
618,2963790,dingling_aq,2018-04-17 19:00:00,119.0,162.0,30.0,0.8,54.0,3.0
619,2963791,badaling_aq,2018-04-17 19:00:00,152.0,257.0,124.0,1.0,7.0,3.0
620,2963792,miyunshuiku_aq,2018-04-17 19:00:00,105.0,154.0,17.0,0.8,82.0,2.0
621,2963793,donggaocun_aq,2018-04-17 19:00:00,83.0,162.0,39.0,0.5,77.0,11.0
622,2963794,yongledian_aq,2018-04-17 19:00:00,80.0,207.0,36.0,0.8,99.0,7.0
623,2963795,yufa_aq,2018-04-17 19:00:00,60.0,194.0,22.0,0.4,89.0,4.0
624,2963796,liulihe_aq,2018-04-17 19:00:00,115.0,271.0,71.0,0.6,24.0,6.0
625,2963797,qianmen_aq,2018-04-17 19:00:00,42.0,180.0,65.0,0.5,38.0,5.0
626,2963798,yongdingmennei_aq,2018-04-17 19:00:00,57.0,170.0,92.0,0.6,30.0,9.0
627,2963799,xizhimenbei_aq,2018-04-17 19:00:00,74.0,179.0,47.0,0.5,56.0,4.0
628,2963800,nansanhuan_aq,2018-04-17 19:00:00,58.0,190.0,84.0,0.5,,4.0
629,2963801,dongsihuan_aq,2018-04-17 19:00:00,43.0,226.0,116.0,0.6,2.0,10.0
630,2963823,dongsi_aq,2018-04-17 20:00:00,64.0,186.0,45.0,0.4,50.0,5.0
631,2963824,tiantan_aq,2018-04-17 20:00:00,58.0,132.0,57.0,0.5,18.0,2.0
632,2963825,guanyuan_aq,2018-04-17 20:00:00,59.0,172.0,35.0,0.5,62.0,3.0
633,2963826,wanshouxigong_aq,2018-04-17 20:00:00,58.0,155.0,46.0,0.6,35.0,2.0
634,2963827,aotizhongxin_aq,2018-04-17 20:00:00,65.0,158.0,41.0,0.3,61.0,3.0
635,2963828,nongzhanguan_aq,2018-04-17 20:00:00,58.0,181.0,43.0,0.6,41.0,4.0
636,2963829,wanliu_aq,2018-04-17 20:00:00,62.0,166.0,57.0,0.6,37.0,3.0
637,2963830,beibuxinqu_aq,2018-04-17 20:00:00,148.0,242.0,83.0,1.2,2.0,2.0
638,2963831,zhiwuyuan_aq,2018-04-17 20:00:00,,,,,,
639,2963832,fengtaihuayuan_aq,2018-04-17 20:00:00,75.0,189.0,71.0,0.6,31.0,2.0
640,2963833,yungang_aq,2018-04-17 20:00:00,116.0,208.0,96.0,0.7,12.0,4.0
641,2963834,gucheng_aq,2018-04-17 20:00:00,132.0,205.0,106.0,0.7,2.0,2.0
642,2963835,fangshan_aq,2018-04-17 20:00:00,70.0,201.0,48.0,0.5,,2.0
643,2963836,daxing_aq,2018-04-17 20:00:00,52.0,197.0,21.0,0.6,67.0,3.0
644,2963837,yizhuang_aq,2018-04-17 20:00:00,51.0,157.0,44.0,0.6,65.0,3.0
645,2963838,tongzhou_aq,2018-04-17 20:00:00,65.0,208.0,40.0,0.5,57.0,5.0
646,2963839,shunyi_aq,2018-04-17 20:00:00,95.0,194.0,70.0,1.1,28.0,7.0
647,2963840,pingchang_aq,2018-04-17 20:00:00,101.0,167.0,,0.8,50.0,
648,2963841,mentougou_aq,2018-04-17 20:00:00,138.0,180.0,46.0,1.0,52.0,2.0
649,2963842,pinggu_aq,2018-04-17 20:00:00,60.0,153.0,27.0,0.7,,6.0
650,2963843,huairou_aq,2018-04-17 20:00:00,95.0,173.0,44.0,0.9,,2.0
651,2963844,miyun_aq,2018-04-17 20:00:00,105.0,171.0,76.0,0.8,18.0,2.0
652,2963845,yanqin_aq,2018-04-17 20:00:00,144.0,196.0,41.0,0.9,47.0,5.0
653,2963846,dingling_aq,2018-04-17 20:00:00,110.0,162.0,33.0,0.8,56.0,3.0
654,2963847,badaling_aq,2018-04-17 20:00:00,150.0,256.0,111.0,0.9,4.0,4.0
655,2963848,miyunshuiku_aq,2018-04-17 20:00:00,103.0,152.0,17.0,0.8,72.0,2.0
656,2963849,donggaocun_aq,2018-04-17 20:00:00,100.0,160.0,39.0,0.5,,8.0
657,2963850,yongledian_aq,2018-04-17 20:00:00,87.0,208.0,42.0,0.8,69.0,7.0
658,2963851,yufa_aq,2018-04-17 20:00:00,65.0,188.0,27.0,0.5,63.0,5.0
659,2963852,liulihe_aq,2018-04-17 20:00:00,92.0,252.0,66.0,0.6,20.0,2.0
660,2963853,qianmen_aq,2018-04-17 20:00:00,59.0,175.0,74.0,0.6,,4.0
661,2963854,yongdingmennei_aq,2018-04-17 20:00:00,57.0,145.0,93.0,0.6,,5.0
662,2963855,xizhimenbei_aq,2018-04-17 20:00:00,70.0,178.0,50.0,0.5,,4.0
663,2963856,nansanhuan_aq,2018-04-17 20:00:00,61.0,184.0,100.0,0.6,,5.0
664,2963857,dongsihuan_aq,2018-04-17 20:00:00,49.0,232.0,111.0,0.7,2.0,12.0
665,2963879,dongsi_aq,2018-04-17 21:00:00,63.0,184.0,45.0,0.5,46.0,5.0
666,2963880,tiantan_aq,2018-04-17 21:00:00,55.0,118.0,49.0,0.5,5.0,2.0
667,2963881,guanyuan_aq,2018-04-17 21:00:00,62.0,168.0,37.0,0.5,60.0,3.0
668,2963882,wanshouxigong_aq,2018-04-17 21:00:00,56.0,152.0,37.0,0.5,36.0,2.0
669,2963883,aotizhongxin_aq,2018-04-17 21:00:00,65.0,148.0,45.0,0.3,50.0,2.0
670,2963884,nongzhanguan_aq,2018-04-17 21:00:00,57.0,171.0,45.0,0.5,37.0,3.0
671,2963885,wanliu_aq,2018-04-17 21:00:00,73.0,166.0,56.0,0.6,21.0,3.0
672,2963886,beibuxinqu_aq,2018-04-17 21:00:00,137.0,212.0,80.0,1.1,2.0,2.0
673,2963887,zhiwuyuan_aq,2018-04-17 21:00:00,,,,,,
674,2963888,fengtaihuayuan_aq,2018-04-17 21:00:00,71.0,185.0,39.0,0.6,49.0,3.0
675,2963889,yungang_aq,2018-04-17 21:00:00,128.0,223.0,113.0,0.7,2.0,4.0
676,2963890,gucheng_aq,2018-04-17 21:00:00,143.0,202.0,93.0,1.0,2.0,2.0
677,2963891,fangshan_aq,2018-04-17 21:00:00,66.0,197.0,78.0,0.6,17.0,2.0
678,2963892,daxing_aq,2018-04-17 21:00:00,50.0,180.0,59.0,0.6,36.0,2.0
679,2963893,yizhuang_aq,2018-04-17 21:00:00,54.0,156.0,36.0,0.6,56.0,2.0
680,2963894,tongzhou_aq,2018-04-17 21:00:00,68.0,194.0,50.0,0.6,49.0,5.0
681,2963895,shunyi_aq,2018-04-17 21:00:00,90.0,177.0,71.0,1.1,21.0,6.0
682,2963896,pingchang_aq,2018-04-17 21:00:00,108.0,171.0,,0.8,59.0,4.0
683,2963897,mentougou_aq,2018-04-17 21:00:00,142.0,179.0,48.0,1.0,43.0,2.0
684,2963898,pinggu_aq,2018-04-17 21:00:00,60.0,147.0,27.0,0.7,63.0,6.0
685,2963899,huairou_aq,2018-04-17 21:00:00,96.0,158.0,41.0,0.9,31.0,2.0
686,2963900,miyun_aq,2018-04-17 21:00:00,112.0,171.0,65.0,0.9,14.0,2.0
687,2963901,yanqin_aq,2018-04-17 21:00:00,136.0,185.0,47.0,0.9,41.0,4.0
688,2963902,dingling_aq,2018-04-17 21:00:00,109.0,173.0,29.0,0.8,47.0,3.0
689,2963903,badaling_aq,2018-04-17 21:00:00,151.0,239.0,101.0,0.9,2.0,4.0
690,2963904,miyunshuiku_aq,2018-04-17 21:00:00,97.0,144.0,16.0,0.7,71.0,2.0
691,2963905,donggaocun_aq,2018-04-17 21:00:00,103.0,160.0,39.0,0.5,72.0,7.0
692,2963906,yongledian_aq,2018-04-17 21:00:00,89.0,237.0,71.0,0.8,38.0,5.0
693,2963907,yufa_aq,2018-04-17 21:00:00,65.0,187.0,29.0,0.5,59.0,4.0
694,2963908,liulihe_aq,2018-04-17 21:00:00,118.0,412.0,79.0,0.6,3.0,2.0
695,2963909,qianmen_aq,2018-04-17 21:00:00,61.0,184.0,111.0,1.0,5.0,6.0
696,2963910,yongdingmennei_aq,2018-04-17 21:00:00,58.0,139.0,110.0,0.6,2.0,6.0
697,2963911,xizhimenbei_aq,2018-04-17 21:00:00,69.0,171.0,47.0,0.5,42.0,4.0
698,2963912,nansanhuan_aq,2018-04-17 21:00:00,63.0,199.0,102.0,0.7,,6.0
699,2963913,dongsihuan_aq,2018-04-17 21:00:00,50.0,221.0,109.0,0.6,2.0,14.0
700,2963935,dongsi_aq,2018-04-17 22:00:00,63.0,182.0,57.0,0.7,32.0,5.0
701,2963936,tiantan_aq,2018-04-17 22:00:00,52.0,117.0,51.0,0.5,3.0,2.0
702,2963937,guanyuan_aq,2018-04-17 22:00:00,59.0,170.0,30.0,0.5,70.0,3.0
703,2963938,wanshouxigong_aq,2018-04-17 22:00:00,61.0,184.0,38.0,0.6,33.0,2.0
704,2963939,aotizhongxin_aq,2018-04-17 22:00:00,63.0,148.0,44.0,0.3,50.0,2.0
705,2963940,nongzhanguan_aq,2018-04-17 22:00:00,62.0,171.0,45.0,0.6,37.0,4.0
706,2963941,wanliu_aq,2018-04-17 22:00:00,95.0,167.0,77.0,0.8,2.0,2.0
707,2963942,beibuxinqu_aq,2018-04-17 22:00:00,130.0,211.0,77.0,1.2,2.0,2.0
708,2963943,zhiwuyuan_aq,2018-04-17 22:00:00,,,,,,
709,2963944,fengtaihuayuan_aq,2018-04-17 22:00:00,74.0,184.0,38.0,0.6,50.0,3.0
710,2963945,yungang_aq,2018-04-17 22:00:00,145.0,219.0,89.0,0.8,7.0,3.0
711,2963946,gucheng_aq,2018-04-17 22:00:00,135.0,190.0,85.0,1.0,2.0,2.0
712,2963947,fangshan_aq,2018-04-17 22:00:00,69.0,201.0,86.0,0.6,4.0,2.0
713,2963948,daxing_aq,2018-04-17 22:00:00,59.0,185.0,70.0,0.7,14.0,2.0
714,2963949,yizhuang_aq,2018-04-17 22:00:00,57.0,159.0,30.0,0.6,60.0,2.0
715,2963950,tongzhou_aq,2018-04-17 22:00:00,72.0,199.0,53.0,0.6,42.0,5.0
716,2963951,shunyi_aq,2018-04-17 22:00:00,92.0,182.0,71.0,1.1,15.0,6.0
717,2963952,pingchang_aq,2018-04-17 22:00:00,109.0,171.0,,0.8,40.0,3.0
718,2963953,mentougou_aq,2018-04-17 22:00:00,139.0,172.0,46.0,1.0,40.0,2.0
719,2963954,pinggu_aq,2018-04-17 22:00:00,62.0,155.0,31.0,0.7,52.0,6.0
720,2963955,huairou_aq,2018-04-17 22:00:00,88.0,156.0,33.0,0.9,30.0,2.0
721,2963956,miyun_aq,2018-04-17 22:00:00,111.0,168.0,54.0,0.9,26.0,2.0
722,2963957,yanqin_aq,2018-04-17 22:00:00,133.0,185.0,52.0,0.9,33.0,4.0
723,2963958,dingling_aq,2018-04-17 22:00:00,109.0,161.0,33.0,0.7,42.0,2.0
724,2963959,badaling_aq,2018-04-17 22:00:00,145.0,230.0,88.0,0.8,8.0,2.0
725,2963960,miyunshuiku_aq,2018-04-17 22:00:00,95.0,136.0,17.0,0.7,63.0,2.0
726,2963961,donggaocun_aq,2018-04-17 22:00:00,105.0,158.0,37.0,0.5,72.0,7.0
727,2963962,yongledian_aq,2018-04-17 22:00:00,98.0,225.0,69.0,0.9,37.0,5.0
728,2963963,yufa_aq,2018-04-17 22:00:00,62.0,184.0,32.0,0.5,57.0,4.0
729,2963964,liulihe_aq,2018-04-17 22:00:00,111.0,419.0,60.0,0.6,2.0,2.0
730,2963965,qianmen_aq,2018-04-17 22:00:00,55.0,192.0,97.0,0.9,3.0,5.0
731,2963966,yongdingmennei_aq,2018-04-17 22:00:00,58.0,180.0,122.0,0.8,2.0,7.0
732,2963967,xizhimenbei_aq,2018-04-17 22:00:00,67.0,173.0,55.0,0.5,38.0,4.0
733,2963968,nansanhuan_aq,2018-04-17 22:00:00,66.0,191.0,98.0,0.7,,5.0
734,2963969,dongsihuan_aq,2018-04-17 22:00:00,54.0,219.0,108.0,0.7,2.0,11.0
735,2963991,dongsi_aq,2018-04-17 23:00:00,70.0,187.0,55.0,0.6,34.0,5.0
736,2963992,tiantan_aq,2018-04-17 23:00:00,58.0,153.0,53.0,0.6,12.0,2.0
737,2963993,guanyuan_aq,2018-04-17 23:00:00,62.0,164.0,42.0,0.6,56.0,3.0
738,2963994,wanshouxigong_aq,2018-04-17 23:00:00,68.0,189.0,63.0,0.7,14.0,2.0
739,2963995,aotizhongxin_aq,2018-04-17 23:00:00,68.0,160.0,56.0,0.3,37.0,2.0
740,2963996,nongzhanguan_aq,2018-04-17 23:00:00,71.0,189.0,51.0,0.6,37.0,6.0
741,2963997,wanliu_aq,2018-04-17 23:00:00,121.0,193.0,83.0,1.0,2.0,3.0
742,2963998,beibuxinqu_aq,2018-04-17 23:00:00,135.0,229.0,72.0,1.2,2.0,2.0
743,2963999,zhiwuyuan_aq,2018-04-17 23:00:00,,,,,,
744,2964000,fengtaihuayuan_aq,2018-04-17 23:00:00,79.0,187.0,49.0,0.6,38.0,3.0
745,2964001,yungang_aq,2018-04-17 23:00:00,155.0,222.0,81.0,0.8,9.0,4.0
746,2964002,gucheng_aq,2018-04-17 23:00:00,141.0,208.0,77.0,1.1,6.0,2.0
747,2964003,fangshan_aq,2018-04-17 23:00:00,65.0,203.0,74.0,0.5,17.0,2.0
748,2964004,daxing_aq,2018-04-17 23:00:00,63.0,202.0,55.0,0.7,29.0,2.0
749,2964005,yizhuang_aq,2018-04-17 23:00:00,67.0,165.0,68.0,0.7,28.0,3.0
750,2964006,tongzhou_aq,2018-04-17 23:00:00,75.0,208.0,58.0,0.7,36.0,6.0
751,2964007,shunyi_aq,2018-04-17 23:00:00,95.0,196.0,70.0,1.1,18.0,7.0
752,2964008,pingchang_aq,2018-04-17 23:00:00,109.0,172.0,,0.8,17.0,3.0
753,2964009,mentougou_aq,2018-04-17 23:00:00,140.0,177.0,47.0,1.0,42.0,2.0
754,2964010,pinggu_aq,2018-04-17 23:00:00,61.0,174.0,37.0,0.7,46.0,6.0
755,2964011,huairou_aq,2018-04-17 23:00:00,96.0,165.0,40.0,1.0,24.0,2.0
756,2964012,miyun_aq,2018-04-17 23:00:00,93.0,170.0,58.0,0.8,19.0,2.0
757,2964013,yanqin_aq,2018-04-17 23:00:00,131.0,197.0,67.0,1.0,18.0,4.0
758,2964014,dingling_aq,2018-04-17 23:00:00,100.0,157.0,38.0,0.7,35.0,3.0
759,2964015,badaling_aq,2018-04-17 23:00:00,141.0,215.0,77.0,0.8,15.0,2.0
760,2964016,miyunshuiku_aq,2018-04-17 23:00:00,95.0,137.0,18.0,0.7,58.0,2.0
761,2964017,donggaocun_aq,2018-04-17 23:00:00,99.0,158.0,37.0,0.5,74.0,8.0
762,2964018,yongledian_aq,2018-04-17 23:00:00,90.0,227.0,71.0,1.0,39.0,7.0
763,2964019,yufa_aq,2018-04-17 23:00:00,68.0,186.0,27.0,0.5,67.0,6.0
764,2964020,liulihe_aq,2018-04-17 23:00:00,98.0,270.0,56.0,0.7,2.0,2.0
765,2964021,qianmen_aq,2018-04-17 23:00:00,68.0,200.0,88.0,0.7,10.0,5.0
766,2964022,yongdingmennei_aq,2018-04-17 23:00:00,62.0,201.0,113.0,0.8,16.0,6.0
767,2964023,xizhimenbei_aq,2018-04-17 23:00:00,74.0,185.0,74.0,0.6,24.0,4.0
768,2964024,nansanhuan_aq,2018-04-17 23:00:00,79.0,213.0,102.0,1.0,,8.0
769,2964025,dongsihuan_aq,2018-04-17 23:00:00,59.0,212.0,95.0,0.7,9.0,8.0
770,2964047,dongsi_aq,2018-04-18 00:00:00,75.0,194.0,53.0,0.6,38.0,7.0
771,2964048,tiantan_aq,2018-04-18 00:00:00,67.0,159.0,51.0,0.6,35.0,2.0
772,2964049,guanyuan_aq,2018-04-18 00:00:00,64.0,191.0,50.0,0.6,49.0,5.0
773,2964050,wanshouxigong_aq,2018-04-18 00:00:00,71.0,228.0,55.0,0.7,31.0,4.0
774,2964051,aotizhongxin_aq,2018-04-18 00:00:00,97.0,183.0,85.0,0.6,21.0,4.0
775,2964052,nongzhanguan_aq,2018-04-18 00:00:00,66.0,204.0,53.0,0.7,37.0,7.0
776,2964053,wanliu_aq,2018-04-18 00:00:00,120.0,200.0,92.0,0.9,8.0,5.0
777,2964054,beibuxinqu_aq,2018-04-18 00:00:00,158.0,266.0,71.0,1.1,11.0,2.0
778,2964055,zhiwuyuan_aq,2018-04-18 00:00:00,,,,,,
779,2964056,fengtaihuayuan_aq,2018-04-18 00:00:00,96.0,203.0,48.0,0.7,43.0,5.0
780,2964057,yungang_aq,2018-04-18 00:00:00,137.0,201.0,57.0,0.6,31.0,8.0
781,2964058,gucheng_aq,2018-04-18 00:00:00,148.0,216.0,88.0,1.2,10.0,3.0
782,2964059,fangshan_aq,2018-04-18 00:00:00,72.0,222.0,58.0,0.6,37.0,4.0
783,2964060,daxing_aq,2018-04-18 00:00:00,65.0,214.0,49.0,0.7,40.0,5.0
784,2964061,yizhuang_aq,2018-04-18 00:00:00,66.0,174.0,48.0,0.8,47.0,4.0
785,2964062,tongzhou_aq,2018-04-18 00:00:00,78.0,214.0,62.0,0.7,36.0,7.0
786,2964063,shunyi_aq,2018-04-18 00:00:00,97.0,217.0,55.0,1.2,36.0,10.0
787,2964064,pingchang_aq,2018-04-18 00:00:00,114.0,185.0,,0.8,30.0,4.0
788,2964065,mentougou_aq,2018-04-18 00:00:00,148.0,196.0,46.0,1.0,49.0,3.0
789,2964066,pinggu_aq,2018-04-18 00:00:00,65.0,181.0,43.0,0.8,49.0,7.0
790,2964067,huairou_aq,2018-04-18 00:00:00,98.0,179.0,46.0,1.0,31.0,3.0
791,2964068,miyun_aq,2018-04-18 00:00:00,82.0,186.0,42.0,0.8,63.0,4.0
792,2964069,yanqin_aq,2018-04-18 00:00:00,144.0,242.0,62.0,1.1,41.0,6.0
793,2964070,dingling_aq,2018-04-18 00:00:00,107.0,176.0,42.0,0.7,39.0,5.0
794,2964071,badaling_aq,2018-04-18 00:00:00,143.0,236.0,63.0,0.8,27.0,2.0
795,2964072,miyunshuiku_aq,2018-04-18 00:00:00,92.0,137.0,16.0,0.7,57.0,2.0
796,2964073,donggaocun_aq,2018-04-18 00:00:00,106.0,164.0,37.0,0.5,83.0,10.0
797,2964074,yongledian_aq,2018-04-18 00:00:00,101.0,246.0,59.0,1.2,58.0,11.0
798,2964075,yufa_aq,2018-04-18 00:00:00,65.0,201.0,26.0,0.5,70.0,8.0
799,2964076,liulihe_aq,2018-04-18 00:00:00,107.0,287.0,58.0,0.6,15.0,5.0
800,2964077,qianmen_aq,2018-04-18 00:00:00,59.0,211.0,75.0,0.7,25.0,6.0
801,2964078,yongdingmennei_aq,2018-04-18 00:00:00,69.0,210.0,99.0,0.9,32.0,9.0
802,2964079,xizhimenbei_aq,2018-04-18 00:00:00,75.0,182.0,63.0,0.6,37.0,4.0
803,2964080,nansanhuan_aq,2018-04-18 00:00:00,83.0,248.0,94.0,0.9,,8.0
804,2964081,dongsihuan_aq,2018-04-18 00:00:00,61.0,211.0,67.0,0.6,31.0,8.0
805,2964103,dongsi_aq,2018-04-18 01:00:00,78.0,193.0,47.0,0.6,51.0,8.0
806,2964104,tiantan_aq,2018-04-18 01:00:00,74.0,179.0,47.0,0.6,53.0,2.0
807,2964105,guanyuan_aq,2018-04-18 01:00:00,74.0,198.0,50.0,0.7,55.0,6.0
808,2964106,wanshouxigong_aq,2018-04-18 01:00:00,75.0,218.0,53.0,0.7,40.0,6.0
809,2964107,aotizhongxin_aq,2018-04-18 01:00:00,95.0,190.0,55.0,0.4,48.0,4.0
810,2964108,nongzhanguan_aq,2018-04-18 01:00:00,74.0,206.0,49.0,0.7,45.0,8.0
811,2964109,wanliu_aq,2018-04-18 01:00:00,107.0,221.0,78.0,0.7,26.0,6.0
812,2964110,beibuxinqu_aq,2018-04-18 01:00:00,143.0,262.0,85.0,1.1,15.0,4.0
813,2964111,zhiwuyuan_aq,2018-04-18 01:00:00,,,,,,
814,2964112,fengtaihuayuan_aq,2018-04-18 01:00:00,,,38.0,0.7,61.0,7.0
815,2964113,yungang_aq,2018-04-18 01:00:00,148.0,203.0,46.0,0.6,56.0,12.0
816,2964114,gucheng_aq,2018-04-18 01:00:00,133.0,220.0,70.0,0.9,33.0,5.0
817,2964115,fangshan_aq,2018-04-18 01:00:00,74.0,227.0,41.0,0.6,65.0,6.0
818,2964116,daxing_aq,2018-04-18 01:00:00,,,,,,
819,2964117,yizhuang_aq,2018-04-18 01:00:00,106.0,183.0,48.0,0.8,55.0,7.0
820,2964118,tongzhou_aq,2018-04-18 01:00:00,79.0,216.0,44.0,0.7,62.0,9.0
821,2964119,shunyi_aq,2018-04-18 01:00:00,98.0,208.0,43.0,1.1,60.0,12.0
822,2964120,pingchang_aq,2018-04-18 01:00:00,103.0,183.0,,0.7,48.0,5.0
823,2964121,mentougou_aq,2018-04-18 01:00:00,131.0,200.0,62.0,0.9,46.0,7.0
824,2964122,pinggu_aq,2018-04-18 01:00:00,61.0,172.0,27.0,0.7,90.0,6.0
825,2964123,huairou_aq,2018-04-18 01:00:00,94.0,189.0,42.0,0.9,59.0,4.0
826,2964124,miyun_aq,2018-04-18 01:00:00,84.0,193.0,34.0,0.7,80.0,7.0
827,2964125,yanqin_aq,2018-04-18 01:00:00,139.0,224.0,41.0,0.9,64.0,9.0
828,2964126,dingling_aq,2018-04-18 01:00:00,107.0,197.0,46.0,0.7,48.0,6.0
829,2964127,badaling_aq,2018-04-18 01:00:00,152.0,279.0,60.0,0.8,43.0,3.0
830,2964128,miyunshuiku_aq,2018-04-18 01:00:00,87.0,149.0,19.0,0.7,65.0,3.0
831,2964129,donggaocun_aq,2018-04-18 01:00:00,120.0,175.0,39.0,0.5,88.0,12.0
832,2964130,yongledian_aq,2018-04-18 01:00:00,102.0,236.0,46.0,1.0,91.0,15.0
833,2964131,yufa_aq,2018-04-18 01:00:00,81.0,221.0,26.0,0.6,71.0,10.0
834,2964132,liulihe_aq,2018-04-18 01:00:00,90.0,253.0,38.0,0.5,44.0,16.0
835,2964133,qianmen_aq,2018-04-18 01:00:00,62.0,217.0,67.0,0.7,39.0,9.0
836,2964134,yongdingmennei_aq,2018-04-18 01:00:00,77.0,201.0,82.0,0.8,49.0,13.0
837,2964135,xizhimenbei_aq,2018-04-18 01:00:00,85.0,196.0,67.0,0.7,35.0,6.0
838,2964136,nansanhuan_aq,2018-04-18 01:00:00,86.0,235.0,91.0,0.9,18.0,8.0
839,2964137,dongsihuan_aq,2018-04-18 01:00:00,67.0,236.0,77.0,0.8,30.0,10.0
840,2964159,dongsi_aq,2018-04-18 02:00:00,84.0,210.0,45.0,0.6,62.0,10.0
841,2964160,tiantan_aq,2018-04-18 02:00:00,76.0,197.0,46.0,0.7,62.0,2.0
842,2964161,guanyuan_aq,2018-04-18 02:00:00,86.0,218.0,54.0,0.7,60.0,6.0
843,2964162,wanshouxigong_aq,2018-04-18 02:00:00,83.0,231.0,49.0,0.7,55.0,8.0
844,2964163,aotizhongxin_aq,2018-04-18 02:00:00,97.0,191.0,47.0,0.4,64.0,6.0
845,2964164,nongzhanguan_aq,2018-04-18 02:00:00,84.0,216.0,43.0,0.7,60.0,9.0
846,2964165,wanliu_aq,2018-04-18 02:00:00,109.0,225.0,74.0,0.8,39.0,6.0
847,2964166,beibuxinqu_aq,2018-04-18 02:00:00,130.0,264.0,82.0,1.0,33.0,6.0
848,2964167,zhiwuyuan_aq,2018-04-18 02:00:00,,,,,,
849,2964168,fengtaihuayuan_aq,2018-04-18 02:00:00,,221.0,38.0,0.7,70.0,9.0
850,2964169,yungang_aq,2018-04-18 02:00:00,163.0,220.0,36.0,0.6,76.0,13.0
851,2964170,gucheng_aq,2018-04-18 02:00:00,108.0,200.0,57.0,0.7,59.0,7.0
852,2964171,fangshan_aq,2018-04-18 02:00:00,80.0,232.0,32.0,0.5,86.0,11.0
853,2964172,daxing_aq,2018-04-18 02:00:00,,,,,,
854,2964173,yizhuang_aq,2018-04-18 02:00:00,90.0,213.0,32.0,0.7,79.0,11.0
855,2964174,tongzhou_aq,2018-04-18 02:00:00,80.0,219.0,26.0,0.6,92.0,12.0
856,2964175,shunyi_aq,2018-04-18 02:00:00,92.0,204.0,33.0,1.0,83.0,12.0
857,2964176,pingchang_aq,2018-04-18 02:00:00,93.0,181.0,,0.6,61.0,6.0
858,2964177,mentougou_aq,2018-04-18 02:00:00,138.0,229.0,81.0,1.0,44.0,9.0
859,2964178,pinggu_aq,2018-04-18 02:00:00,71.0,194.0,30.0,0.7,94.0,6.0
860,2964179,huairou_aq,2018-04-18 02:00:00,88.0,202.0,37.0,0.8,71.0,7.0
861,2964180,miyun_aq,2018-04-18 02:00:00,93.0,197.0,33.0,0.7,88.0,10.0
862,2964181,yanqin_aq,2018-04-18 02:00:00,132.0,214.0,28.0,0.8,90.0,10.0
863,2964182,dingling_aq,2018-04-18 02:00:00,109.0,201.0,47.0,0.7,58.0,6.0
864,2964183,badaling_aq,2018-04-18 02:00:00,139.0,252.0,39.0,0.7,84.0,6.0
865,2964184,miyunshuiku_aq,2018-04-18 02:00:00,84.0,178.0,23.0,0.6,81.0,6.0
866,2964185,donggaocun_aq,2018-04-18 02:00:00,143.0,189.0,45.0,0.6,87.0,14.0
867,2964186,yongledian_aq,2018-04-18 02:00:00,94.0,232.0,36.0,0.9,113.0,16.0
868,2964187,yufa_aq,2018-04-18 02:00:00,83.0,246.0,21.0,0.6,81.0,13.0
869,2964188,liulihe_aq,2018-04-18 02:00:00,95.0,246.0,30.0,0.5,69.0,22.0
870,2964189,qianmen_aq,2018-04-18 02:00:00,81.0,222.0,60.0,0.7,55.0,12.0
871,2964190,yongdingmennei_aq,2018-04-18 02:00:00,81.0,207.0,77.0,0.8,63.0,17.0
872,2964191,xizhimenbei_aq,2018-04-18 02:00:00,,204.0,63.0,0.7,46.0,11.0
873,2964192,nansanhuan_aq,2018-04-18 02:00:00,93.0,238.0,80.0,0.9,35.0,9.0
874,2964193,dongsihuan_aq,2018-04-18 02:00:00,72.0,227.0,62.0,0.8,52.0,11.0
875,2964215,dongsi_aq,2018-04-18 03:00:00,94.0,214.0,43.0,0.7,77.0,11.0
876,2964216,tiantan_aq,2018-04-18 03:00:00,86.0,208.0,40.0,0.7,80.0,4.0
877,2964217,guanyuan_aq,2018-04-18 03:00:00,87.0,223.0,48.0,0.7,85.0,8.0
878,2964218,wanshouxigong_aq,2018-04-18 03:00:00,92.0,235.0,41.0,0.7,78.0,9.0
879,2964219,aotizhongxin_aq,2018-04-18 03:00:00,,123.0,48.0,0.5,76.0,6.0
